player_1,player_2,win_percent,wins_of_10000
Chandler Blanchet,Adrien Dumont de Chassart,52.1,5206
Chandler Blanchet,Nick Dunlap,58.8,5877
Chandler Blanchet,Nico Echavarria,38.6,3855
Chandler Blanchet,Austin Eckroat,46.5,4645
Chandler Blanchet,Harris English,36.1,3612
Chandler Blanchet,Tony Finau,50.0,4996
Chandler Blanchet,Patrick Fishburn,42.7,4268
Chandler Blanchet,Steven Fisk,53.3,5330
Chandler Blanchet,Alex Fitzpatrick,26.4,2644
Chandler Blanchet,Brice Garnett,45.4,4544
Chandler Blanchet,Ryan Gerard,27.5,2749
Chandler Blanchet,Doug Ghim,30.1,3010
Chandler Blanchet,Lucas Glover,42.6,4257
Chandler Blanchet,Max Greyserman,50.8,5082
Chandler Blanchet,Ben Griffin,27.2,2717
Chandler Blanchet,Lanto Griffin,52.1,5210
Chandler Blanchet,Emiliano Grillo,30.4,3040
Chandler Blanchet,Harry Hall,53.8,5384
Chandler Blanchet,Brian Harman,31.4,3143
Chandler Blanchet,Garrick Higgo,58.1,5810
Chandler Blanchet,Joe Highsmith,57.1,5708
Chandler Blanchet,Kensei Hirata,62.6,6261
Chandler Blanchet,Ryo Hisatsune,38.2,3818
Chandler Blanchet,Lee Hodges,37.3,3730
Chandler Blanchet,Rico Hoey,44.8,4475
Chandler Blanchet,Tom Hoge,44.7,4470
Chandler Blanchet,Rasmus Hojgaard,54.1,5415
Chandler Blanchet,Billy Horschel,39.3,3930
Chandler Blanchet,Beau Hossler,40.4,4039
Chandler Blanchet,Mark Hubbard,46.9,4687
Chandler Blanchet,Mackenzie Hughes,40.4,4039
Chandler Blanchet,Sungjae Im,40.2,4021
Chandler Blanchet,Stephan Jaeger,54.9,5488
Chandler Blanchet,Ben James,35.4,3545
Chandler Blanchet,Takumi Kanaya,46.7,4667
Chandler Blanchet,Jeffrey Kang,53.2,5319
Chandler Blanchet,Johnny Keefer,41.5,4153
Chandler Blanchet,Michael Kim,38.8,3881
Chandler Blanchet,Tom Kim,25.6,2561
Chandler Blanchet,Chris Kirk,43.3,4328
Chandler Blanchet,Patton Kizzire,81.4,8140
Chandler Blanchet,Brooks Koepka,39.8,3979
Chandler Blanchet,Ben Kohles,24.4,2442
Chandler Blanchet,Jackson Koivun,27.0,2702
Chandler Blanchet,Matt Kuchar,33.4,3340
Chandler Blanchet,Christo Lamprecht,83.4,8341
Chandler Blanchet,Hank Lebioda,55.9,5586
Chandler Blanchet,Haotong Li,59.9,5991
Chandler Blanchet,David Lipsky,44.5,4451
Chandler Blanchet,Luke List,48.6,4862
Chandler Blanchet,Justin Lower,50.7,5065
Chandler Blanchet,Peter Malnati,65.3,6526
Chandler Blanchet,Hideki Matsuyama,28.2,2824
Chandler Blanchet,Denny McCarthy,38.7,3870
Chandler Blanchet,Matt McCarty,44.2,4421
Chandler Blanchet,Max McGreevy,38.6,3861
Chandler Blanchet,Maverick McNealy,37.5,3754
Chandler Blanchet,Mac Meissner,34.8,3476
Chandler Blanchet,Keith Mitchell,38.0,3801
Chandler Blanchet,Taylor Moore,51.0,5096
Chandler Blanchet,William Mouw,41.8,4184
Chandler Blanchet,Rasmus Neergaard-Petersen,38.6,3857
Chandler Blanchet,Alex Noren,40.3,4031
Chandler Blanchet,Andrew Novak,48.4,4836
Chandler Blanchet,Pontus Nyholm,59.0,5899
Chandler Blanchet,Thorbjorn Olesen,55.4,5541
Chandler Blanchet,John Parry,48.4,4838
Chandler Blanchet,Matthieu Pavon,53.6,5362
Chandler Blanchet,Taylor Pendrith,53.4,5343
Chandler Blanchet,Marco Penge,41.7,4169
Chandler Blanchet,Chandler Phillips,43.0,4301
Chandler Blanchet,J.T. Poston,30.9,3089
Chandler Blanchet,Aldrich Potgieter,55.3,5530
Chandler Blanchet,Seamus Power,48.6,4857
Chandler Blanchet,Andrew Putnam,41.5,4147
Chandler Blanchet,Aaron Rai,27.4,2745
Chandler Blanchet,Chad Ramey,63.4,6339
Chandler Blanchet,Davis Riley,57.3,5730
Chandler Blanchet,Patrick Rodgers,61.7,6165
Chandler Blanchet,Kevin Roy,49.3,4926
Chandler Blanchet,Marcelo Rozo,57.3,5728
Chandler Blanchet,Adrien Saddier,50.5,5055
Chandler Blanchet,Gordon Sargent,58.7,5871
Chandler Blanchet,Adam Schenk,61.0,6102
Chandler Blanchet,Matti Schmid,55.8,5577
Chandler Blanchet,Ben Silverman,45.3,4527
Chandler Blanchet,Webb Simpson,60.3,6025
Chandler Blanchet,Alex Smalley,40.1,4014
Chandler Blanchet,Jordan Smith,32.9,3287
Chandler Blanchet,Austin Smotherman,55.1,5510
Chandler Blanchet,Brandt Snedeker,39.4,3944
Chandler Blanchet,Jordan Spieth,48.5,4851
Chandler Blanchet,Sam Stevens,52.6,5259
Chandler Blanchet,Sepp Straka,49.3,4926
Chandler Blanchet,Kevin Streelman,44.4,4443
Chandler Blanchet,Jackson Suber,35.8,3584
Chandler Blanchet,Adam Svensson,53.8,5376
Chandler Blanchet,Jesper Svensson,51.2,5116
Chandler Blanchet,Nick Taylor,37.1,3710
Chandler Blanchet,Sahith Theegala,42.6,4262
Chandler Blanchet,Justin Thomas,26.5,2654
Chandler Blanchet,Davis Thompson,36.3,3626
Chandler Blanchet,Alejandro Tosti,67.9,6792
Chandler Blanchet,Erik van Rooyen,45.6,4560
Chandler Blanchet,John VanDerLaan,57.7,5770
Chandler Blanchet,Karl Vilips,56.8,5680
Chandler Blanchet,Camilo Villegas,49.7,4966
Chandler Blanchet,Danny Walker,72.7,7266
Chandler Blanchet,Matt Wallace,36.0,3600
Chandler Blanchet,Vince Whaley,61.3,6132
Chandler Blanchet,Aaron Wise,41.5,4152
Chandler Blanchet,Dylan Wu,54.7,5475
Chandler Blanchet,Cameron Young,26.3,2633
Chandler Blanchet,Kevin Yu,36.5,3647
Keegan Bradley,Zach Bauchou,60.2,6018
Keegan Bradley,Christiaan Bezuidenhout,51.2,5118
Keegan Bradley,Daniel Berger,73.1,7315
Keegan Bradley,Zac Blair,47.1,4710
Keegan Bradley,Chandler Blanchet,67.9,6790
Keegan Bradley,Michael Brennan,58.3,5831
Keegan Bradley,Brian Campbell,71.3,7132
Keegan Bradley,Rafael Campos,76.6,7656
Keegan Bradley,Ricky Castillo,59.3,5934
Keegan Bradley,Bud Cauley,45.7,4569
Keegan Bradley,Davis Chatfield,59.4,5941
Keegan Bradley,Luke Clanton,63.5,6348
Keegan Bradley,Eric Cole,55.3,5532
Keegan Bradley,Pierceson Coody,69.8,6985
Keegan Bradley,Joel Dahmen,57.1,5708
Keegan Bradley,Cam Davis,80.3,8032
Keegan Bradley,Jason Day,69.9,6994
Keegan Bradley,Zecheng Dou,66.7,6667
Keegan Bradley,Adrien Dumont de Chassart,69.7,6973
Keegan Bradley,Nick Dunlap,75.4,7538
Keegan Bradley,Nico Echavarria,56.9,5691
Keegan Bradley,Austin Eckroat,64.7,6465
Keegan Bradley,Harris English,54.4,5437
Keegan Bradley,Tony Finau,67.9,6786
Keegan Bradley,Patrick Fishburn,61.0,6104
Keegan Bradley,Steven Fisk,70.8,7081
Keegan Bradley,Alex Fitzpatrick,43.5,4346
Keegan Bradley,Brice Garnett,63.7,6370
Keegan Bradley,Ryan Gerard,44.7,4470
Keegan Bradley,Doug Ghim,47.7,4775
Keegan Bradley,Lucas Glover,60.9,6093
Keegan Bradley,Max Greyserman,68.6,6863
Keegan Bradley,Ben Griffin,44.3,4433
Keegan Bradley,Lanto Griffin,69.8,6976
Keegan Bradley,Emiliano Grillo,48.1,4808
Keegan Bradley,Harry Hall,71.3,7127
Keegan Bradley,Brian Harman,49.2,4925
Keegan Bradley,Garrick Higgo,74.8,7484
Keegan Bradley,Joe Highsmith,74.0,7400
Keegan Bradley,Kensei Hirata,78.4,7842
Keegan Bradley,Ryo Hisatsune,56.5,5653
Keegan Bradley,Lee Hodges,55.6,5561
Keegan Bradley,Rico Hoey,63.0,6305
Keegan Bradley,Tom Hoge,63.0,6300
Keegan Bradley,Rasmus Hojgaard,71.5,7154
Keegan Bradley,Billy Horschel,57.7,5767
Keegan Bradley,Beau Hossler,58.8,5877
Keegan Bradley,Mark Hubbard,65.0,6504
Keegan Bradley,Mackenzie Hughes,58.8,5877
Keegan Bradley,Sungjae Im,58.6,5859
Keegan Bradley,Stephan Jaeger,72.2,7216
Keegan Bradley,Ben James,53.7,5365
Keegan Bradley,Takumi Kanaya,64.9,6485
Keegan Bradley,Jeffrey Kang,70.7,7071
Keegan Bradley,Johnny Keefer,59.9,5991
Keegan Bradley,Michael Kim,57.2,5717
Keegan Bradley,Tom Kim,42.4,4245
Keegan Bradley,Chris Kirk,61.6,6163
Keegan Bradley,Patton Kizzire,91.3,9127
Keegan Bradley,Brooks Koepka,58.2,5816
Keegan Bradley,Ben Kohles,41.0,4098
Keegan Bradley,Jackson Koivun,44.1,4414
Keegan Bradley,Matt Kuchar,51.4,5144
Keegan Bradley,Christo Lamprecht,92.4,9244
Keegan Bradley,Hank Lebioda,73.0,7298
Keegan Bradley,Haotong Li,76.3,7630
Keegan Bradley,David Lipsky,62.8,6281
Keegan Bradley,Luke List,66.7,6666
Keegan Bradley,Justin Lower,68.5,6849
Keegan Bradley,Peter Malnati,80.4,8044
Keegan Bradley,Hideki Matsuyama,45.6,4559
Keegan Bradley,Denny McCarthy,57.1,5706
Keegan Bradley,Matt McCarty,62.5,6252
Keegan Bradley,Max McGreevy,57.0,5696
Keegan Bradley,Maverick McNealy,55.9,5586
Keegan Bradley,Mac Meissner,52.9,5292
Keegan Bradley,Keith Mitchell,56.3,5635
Keegan Bradley,Taylor Moore,68.8,6876
Keegan Bradley,William Mouw,60.2,6022
Keegan Bradley,Rasmus Neergaard-Petersen,56.9,5693
Keegan Bradley,Alex Noren,58.7,5869
Keegan Bradley,Andrew Novak,66.4,6642
Keegan Bradley,Pontus Nyholm,75.6,7556
Keegan Bradley,Thorbjorn Olesen,72.6,7261
Keegan Bradley,John Parry,66.4,6644
Keegan Bradley,Matthieu Pavon,71.1,7108
Keegan Bradley,Taylor Pendrith,70.9,7092
Keegan Bradley,Marco Penge,60.1,6007
Keegan Bradley,Chandler Phillips,61.4,6136
Keegan Bradley,J.T. Poston,48.6,4865
Keegan Bradley,Aldrich Potgieter,72.5,7252
Keegan Bradley,Seamus Power,66.6,6661
Keegan Bradley,Andrew Putnam,59.8,5985
Keegan Bradley,Aaron Rai,44.7,4465
Keegan Bradley,Chad Ramey,79.0,7902
Keegan Bradley,Davis Riley,74.2,7419
Keegan Bradley,Patrick Rodgers,77.7,7768
Keegan Bradley,Kevin Roy,67.2,6723
Keegan Bradley,Marcelo Rozo,74.2,7416
Keegan Bradley,Adrien Saddier,68.4,6839
Keegan Bradley,Gordon Sargent,75.3,7533
Keegan Bradley,Adam Schenk,77.2,7718
Keegan Bradley,Matti Schmid,72.9,7291
Keegan Bradley,Ben Silverman,63.5,6354
Keegan Bradley,Webb Simpson,76.6,7657
Keegan Bradley,Alex Smalley,58.5,5852
Keegan Bradley,Jordan Smith,50.9,5085
Keegan Bradley,Austin Smotherman,72.3,7235
Keegan Bradley,Brandt Snedeker,57.8,5781
Keegan Bradley,Jordan Spieth,66.6,6655
Keegan Bradley,Sam Stevens,70.2,7019
Keegan Bradley,Sepp Straka,67.2,6724
Keegan Bradley,Kevin Streelman,62.7,6274
Keegan Bradley,Jackson Suber,54.1,5407
Keegan Bradley,Adam Svensson,71.2,7121
Keegan Bradley,Jesper Svensson,68.9,6894
Keegan Bradley,Nick Taylor,55.4,5540
Keegan Bradley,Sahith Theegala,61.0,6099
Keegan Bradley,Justin Thomas,43.6,4358
Keegan Bradley,Davis Thompson,54.5,5451
Keegan Bradley,Alejandro Tosti,82.4,8239
Keegan Bradley,Erik van Rooyen,63.8,6385
Keegan Bradley,John VanDerLaan,74.5,7452
Keegan Bradley,Karl Vilips,73.8,7377
Keegan Bradley,Camilo Villegas,67.6,6759
Keegan Bradley,Danny Walker,85.7,8571
Keegan Bradley,Matt Wallace,54.2,5424
Keegan Bradley,Vince Whaley,77.4,7742
Keegan Bradley,Aaron Wise,59.9,5990
Keegan Bradley,Dylan Wu,72.0,7205
Keegan Bradley,Cameron Young,43.3,4332
Keegan Bradley,Kevin Yu,54.7,5474
Michael Brennan,Zach Bauchou,51.9,5192
Michael Brennan,Christiaan Bezuidenhout,42.8,4285
Michael Brennan,Daniel Berger,65.8,6581
Michael Brennan,Zac Blair,38.9,3888
Michael Brennan,Chandler Blanchet,60.1,6007
Michael Brennan,Keegan Bradley,41.7,4169
Michael Brennan,Brian Campbell,63.8,6379
Michael Brennan,Rafael Campos,69.7,6966
Michael Brennan,Ricky Castillo,51.1,5106
Michael Brennan,Bud Cauley,37.5,3752
Michael Brennan,Davis Chatfield,51.1,5113
Michael Brennan,Luke Clanton,55.4,5536
Michael Brennan,Eric Cole,47.0,4697
Michael Brennan,Pierceson Coody,62.2,6218
Michael Brennan,Joel Dahmen,48.7,4875
Michael Brennan,Cam Davis,74.0,7399
Michael Brennan,Jason Day,62.3,6228
Michael Brennan,Zecheng Dou,58.7,5874
Michael Brennan,Adrien Dumont de Chassart,62.0,6204
Michael Brennan,Nick Dunlap,68.3,6832
Michael Brennan,Nico Echavarria,48.6,4857
Michael Brennan,Austin Eckroat,56.6,5659
Michael Brennan,Harris English,46.0,4601
Michael Brennan,Tony Finau,60.0,6003
Michael Brennan,Patrick Fishburn,52.8,5281
Michael Brennan,Steven Fisk,63.2,6323
Michael Brennan,Alex Fitzpatrick,35.4,3540
Michael Brennan,Brice Garnett,55.6,5559
Michael Brennan,Ryan Gerard,36.6,3658
Michael Brennan,Doug Ghim,39.5,3950
Michael Brennan,Lucas Glover,52.7,5270
Michael Brennan,Max Greyserman,60.9,6086
Michael Brennan,Ben Griffin,36.2,3622
Michael Brennan,Lanto Griffin,62.1,6208
Michael Brennan,Emiliano Grillo,39.8,3982
Michael Brennan,Harry Hall,63.7,6374
Michael Brennan,Brian Harman,41.0,4095
Michael Brennan,Garrick Higgo,67.7,6771
Michael Brennan,Joe Highsmith,66.8,6677
Michael Brennan,Kensei Hirata,71.8,7179
Michael Brennan,Ryo Hisatsune,48.2,4818
Michael Brennan,Lee Hodges,47.3,4726
Michael Brennan,Rico Hoey,54.9,5490
Michael Brennan,Tom Hoge,54.9,5485
Michael Brennan,Rasmus Hojgaard,64.0,6403
Michael Brennan,Billy Horschel,49.3,4934
Michael Brennan,Beau Hossler,50.5,5047
Michael Brennan,Mark Hubbard,57.0,5701
Michael Brennan,Mackenzie Hughes,50.5,5047
Michael Brennan,Sungjae Im,50.3,5029
Michael Brennan,Stephan Jaeger,64.7,6472
Michael Brennan,Ben James,45.3,4530
Michael Brennan,Takumi Kanaya,56.8,5681
Michael Brennan,Jeffrey Kang,63.1,6312
Michael Brennan,Johnny Keefer,51.6,5164
Michael Brennan,Michael Kim,48.8,4884
Michael Brennan,Tom Kim,34.4,3445
Michael Brennan,Chris Kirk,53.4,5342
Michael Brennan,Patton Kizzire,87.4,8745
Michael Brennan,Brooks Koepka,49.8,4985
Michael Brennan,Ben Kohles,33.1,3307
Michael Brennan,Jackson Koivun,36.0,3605
Michael Brennan,Matt Kuchar,43.1,4310
Michael Brennan,Christo Lamprecht,89.0,8898
Michael Brennan,Hank Lebioda,65.6,6563
Michael Brennan,Haotong Li,69.4,6936
Michael Brennan,David Lipsky,54.7,5465
Michael Brennan,Luke List,58.7,5873
Michael Brennan,Justin Lower,60.7,6070
Michael Brennan,Peter Malnati,74.1,7413
Michael Brennan,Hideki Matsuyama,37.4,3742
Michael Brennan,Denny McCarthy,48.7,4872
Michael Brennan,Matt McCarty,54.4,5436
Michael Brennan,Max McGreevy,48.6,4863
Michael Brennan,Maverick McNealy,47.5,4751
Michael Brennan,Mac Meissner,44.6,4456
Michael Brennan,Keith Mitchell,48.0,4800
Michael Brennan,Taylor Moore,61.0,6100
Michael Brennan,William Mouw,52.0,5196
Michael Brennan,Rasmus Neergaard-Petersen,48.6,4859
Michael Brennan,Alex Noren,50.4,5039
Michael Brennan,Andrew Novak,58.5,5847
Michael Brennan,Pontus Nyholm,68.5,6852
Michael Brennan,Thorbjorn Olesen,65.2,6522
Michael Brennan,John Parry,58.5,5849
Michael Brennan,Matthieu Pavon,63.5,6353
Michael Brennan,Taylor Pendrith,63.3,6335
Michael Brennan,Marco Penge,51.8,5180
Michael Brennan,Chandler Phillips,53.1,5315
Michael Brennan,J.T. Poston,40.4,4037
Michael Brennan,Aldrich Potgieter,65.1,6511
Michael Brennan,Seamus Power,58.7,5868
Michael Brennan,Andrew Putnam,51.6,5158
Michael Brennan,Aaron Rai,36.5,3653
Michael Brennan,Chad Ramey,72.5,7249
Michael Brennan,Davis Riley,67.0,6697
Michael Brennan,Patrick Rodgers,70.9,7093
Michael Brennan,Kevin Roy,59.3,5935
Michael Brennan,Marcelo Rozo,66.9,6695
Michael Brennan,Adrien Saddier,60.6,6060
Michael Brennan,Gordon Sargent,68.3,6827
Michael Brennan,Adam Schenk,70.4,7037
Michael Brennan,Matti Schmid,65.6,6556
Michael Brennan,Ben Silverman,55.4,5542
Michael Brennan,Webb Simpson,69.7,6967
Michael Brennan,Alex Smalley,50.2,5021
Michael Brennan,Jordan Smith,42.5,4252
Michael Brennan,Austin Smotherman,64.9,6493
Michael Brennan,Brandt Snedeker,49.5,4949
Michael Brennan,Jordan Spieth,58.6,5862
Michael Brennan,Sam Stevens,62.6,6255
Michael Brennan,Sepp Straka,59.4,5935
Michael Brennan,Kevin Streelman,54.6,5458
Michael Brennan,Jackson Suber,45.7,4571
Michael Brennan,Adam Svensson,63.7,6367
Michael Brennan,Jesper Svensson,61.2,6119
Michael Brennan,Nick Taylor,47.0,4705
Michael Brennan,Sahith Theegala,52.8,5276
Michael Brennan,Justin Thomas,35.5,3551
Michael Brennan,Davis Thompson,46.2,4616
Michael Brennan,Alejandro Tosti,76.4,7644
Michael Brennan,Erik van Rooyen,55.7,5575
Michael Brennan,John VanDerLaan,67.3,6734
Michael Brennan,Karl Vilips,66.5,6651
Michael Brennan,Camilo Villegas,59.7,5973
Michael Brennan,Danny Walker,80.4,8044
Michael Brennan,Matt Wallace,45.9,4588
Michael Brennan,Vince Whaley,70.6,7064
Michael Brennan,Aaron Wise,51.6,5163
Michael Brennan,Dylan Wu,64.6,6460
Michael Brennan,Cameron Young,35.3,3527
Michael Brennan,Kevin Yu,46.4,4639
Brian Campbell,Zach Bauchou,38.0,3803
Brian Campbell,Christiaan Bezuidenhout,29.7,2970
Brian Campbell,Daniel Berger,52.2,5217
Brian Campbell,Zac Blair,26.3,2626
Brian Campbell,Chandler Blanchet,46.1,4611
Brian Campbell,Keegan Bradley,28.7,2868
Brian Campbell,Michael Brennan,36.2,3621
Brian Campbell,Rafael Campos,56.4,5643
Brian Campbell,Ricky Castillo,37.2,3721
Brian Campbell,Bud Cauley,25.1,2511
Brian Campbell,Davis Chatfield,37.3,3727
Brian Campbell,Luke Clanton,41.4,4137
Brian Campbell,Eric Cole,33.4,3340
Brian Campbell,Pierceson Coody,48.3,4830
Brian Campbell,Joel Dahmen,35.0,3504
Brian Campbell,Cam Davis,61.4,6142
Brian Campbell,Jason Day,48.4,4840
Brian Campbell,Zecheng Dou,44.7,4475
Brian Campbell,Adrien Dumont de Chassart,48.2,4816
Brian Campbell,Nick Dunlap,54.9,5493
Brian Campbell,Nico Echavarria,34.9,3487
Brian Campbell,Austin Eckroat,42.6,4259
Brian Campbell,Harris English,32.5,3253
Brian Campbell,Tony Finau,46.1,4606
Brian Campbell,Patrick Fishburn,38.9,3888
Brian Campbell,Steven Fisk,49.4,4940
Brian Campbell,Alex Fitzpatrick,23.3,2334
Brian Campbell,Brice Garnett,41.6,4159
Brian Campbell,Ryan Gerard,24.3,2432
Brian Campbell,Doug Ghim,26.8,2679
Brian Campbell,Lucas Glover,38.8,3877
Brian Campbell,Max Greyserman,46.9,4692
Brian Campbell,Ben Griffin,24.0,2403
Brian Campbell,Lanto Griffin,48.2,4820
Brian Campbell,Emiliano Grillo,27.1,2707
Brian Campbell,Harry Hall,49.9,4995
Brian Campbell,Brian Harman,28.0,2804
Brian Campbell,Garrick Higgo,54.3,5425
Brian Campbell,Joe Highsmith,53.2,5322
Brian Campbell,Kensei Hirata,58.9,5885
Brian Campbell,Ryo Hisatsune,34.5,3452
Brian Campbell,Lee Hodges,33.7,3367
Brian Campbell,Rico Hoey,40.9,4092
Brian Campbell,Tom Hoge,40.9,4087
Brian Campbell,Rasmus Hojgaard,50.3,5025
Brian Campbell,Billy Horschel,35.6,3559
Brian Campbell,Beau Hossler,36.7,3665
Brian Campbell,Mark Hubbard,43.0,4300
Brian Campbell,Mackenzie Hughes,36.6,3665
Brian Campbell,Sungjae Im,36.5,3648
Brian Campbell,Stephan Jaeger,51.0,5099
Brian Campbell,Ben James,31.9,3188
Brian Campbell,Takumi Kanaya,42.8,4280
Brian Campbell,Jeffrey Kang,49.3,4929
Brian Campbell,Johnny Keefer,37.8,3776
Brian Campbell,Michael Kim,35.1,3512
Brian Campbell,Tom Kim,22.6,2257
Brian Campbell,Chris Kirk,39.5,3947
Brian Campbell,Patton Kizzire,78.7,7867
Brian Campbell,Brooks Koepka,36.1,3607
Brian Campbell,Ben Kohles,21.5,2145
Brian Campbell,Jackson Koivun,23.9,2388
Brian Campbell,Matt Kuchar,29.9,2992
Brian Campbell,Christo Lamprecht,80.9,8086
Brian Campbell,Hank Lebioda,52.0,5198
Brian Campbell,Haotong Li,56.1,5609
Brian Campbell,David Lipsky,40.7,4067
Brian Campbell,Luke List,44.7,4474
Brian Campbell,Justin Lower,46.8,4675
Brian Campbell,Peter Malnati,61.6,6158
Brian Campbell,Hideki Matsuyama,25.0,2503
Brian Campbell,Denny McCarthy,35.0,3502
Brian Campbell,Matt McCarty,40.4,4038
Brian Campbell,Max McGreevy,34.9,3493
Brian Campbell,Maverick McNealy,33.9,3389
Brian Campbell,Mac Meissner,31.2,3122
Brian Campbell,Keith Mitchell,34.3,3435
Brian Campbell,Taylor Moore,47.1,4707
Brian Campbell,William Mouw,38.1,3807
Brian Campbell,Rasmus Neergaard-Petersen,34.9,3489
Brian Campbell,Alex Noren,36.6,3657
Brian Campbell,Andrew Novak,44.5,4448
Brian Campbell,Pontus Nyholm,55.1,5515
Brian Campbell,Thorbjorn Olesen,51.5,5153
Brian Campbell,John Parry,44.5,4450
Brian Campbell,Matthieu Pavon,49.7,4972
Brian Campbell,Taylor Pendrith,49.5,4953
Brian Campbell,Marco Penge,37.9,3791
Brian Campbell,Chandler Phillips,39.2,3921
Brian Campbell,J.T. Poston,27.5,2754
Brian Campbell,Aldrich Potgieter,51.4,5142
Brian Campbell,Seamus Power,44.7,4469
Brian Campbell,Andrew Putnam,37.7,3770
Brian Campbell,Aaron Rai,24.3,2428
Brian Campbell,Chad Ramey,59.7,5966
Brian Campbell,Davis Riley,53.4,5344
Brian Campbell,Patrick Rodgers,57.9,5787
Brian Campbell,Kevin Roy,45.4,4537
Brian Campbell,Marcelo Rozo,53.4,5341
Brian Campbell,Adrien Saddier,46.7,4665
Brian Campbell,Gordon Sargent,54.9,5486
Brian Campbell,Adam Schenk,57.2,5722
Brian Campbell,Matti Schmid,51.9,5189
Brian Campbell,Ben Silverman,41.4,4142
Brian Campbell,Webb Simpson,56.4,5644
Brian Campbell,Alex Smalley,36.4,3641
Brian Campbell,Jordan Smith,29.4,2941
Brian Campbell,Austin Smotherman,51.2,5122
Brian Campbell,Brandt Snedeker,35.7,3573
Brian Campbell,Jordan Spieth,44.6,4462
Brian Campbell,Sam Stevens,48.7,4869
Brian Campbell,Sepp Straka,45.4,4537
Brian Campbell,Kevin Streelman,40.6,4060
Brian Campbell,Jackson Suber,32.3,3226
Brian Campbell,Adam Svensson,49.9,4987
Brian Campbell,Jesper Svensson,47.3,4726
Brian Campbell,Nick Taylor,33.5,3347
Brian Campbell,Sahith Theegala,38.8,3883
Brian Campbell,Justin Thomas,23.4,2344
Brian Campbell,Davis Thompson,32.7,3266
Brian Campbell,Alejandro Tosti,64.3,6434
Brian Campbell,Erik van Rooyen,41.7,4175
Brian Campbell,John VanDerLaan,53.8,5385
Brian Campbell,Karl Vilips,52.9,5293
Brian Campbell,Camilo Villegas,45.8,4576
Brian Campbell,Danny Walker,69.3,6931
Brian Campbell,Matt Wallace,32.4,3241
Brian Campbell,Vince Whaley,57.5,5753
Brian Campbell,Aaron Wise,37.7,3775
Brian Campbell,Dylan Wu,50.9,5086
Brian Campbell,Cameron Young,23.2,2324
Brian Campbell,Kevin Yu,32.9,3287
Rafael Campos,Zach Bauchou,32.0,3204
Rafael Campos,Christiaan Bezuidenhout,24.4,2435
Rafael Campos,Daniel Berger,45.7,4572
Rafael Campos,Zac Blair,21.3,2127
Rafael Campos,Chandler Blanchet,39.8,3976
Rafael Campos,Keegan Bradley,23.4,2344
Rafael Campos,Michael Brennan,30.3,3034
Rafael Campos,Brian Campbell,43.6,4357
Rafael Campos,Ricky Castillo,31.3,3127
Rafael Campos,Bud Cauley,20.2,2024
Rafael Campos,Davis Chatfield,31.3,3133
Rafael Campos,Luke Clanton,35.2,3520
Rafael Campos,Eric Cole,27.7,2773
Rafael Campos,Pierceson Coody,41.9,4190
Rafael Campos,Joel Dahmen,29.3,2925
Rafael Campos,Cam Davis,55.1,5511
Rafael Campos,Jason Day,42.0,4200
Rafael Campos,Zecheng Dou,38.4,3844
Rafael Campos,Adrien Dumont de Chassart,41.8,4176
Rafael Campos,Nick Dunlap,48.5,4848
Rafael Campos,Nico Echavarria,29.1,2909
Rafael Campos,Austin Eckroat,36.4,3637
Rafael Campos,Harris English,26.9,2693
Rafael Campos,Tony Finau,39.7,3972
Rafael Campos,Patrick Fishburn,32.8,3285
Rafael Campos,Steven Fisk,43.0,4298
Rafael Campos,Alex Fitzpatrick,18.7,1869
Rafael Campos,Brice Garnett,35.4,3541
Rafael Campos,Ryan Gerard,19.6,1955
Rafael Campos,Doug Ghim,21.7,2174
Rafael Campos,Lucas Glover,32.7,3274
Rafael Campos,Max Greyserman,40.6,4055
Rafael Campos,Ben Griffin,19.3,1929
Rafael Campos,Lanto Griffin,41.8,4180
Rafael Campos,Emiliano Grillo,22.0,2199
Rafael Campos,Harry Hall,43.5,4352
Rafael Campos,Brian Harman,22.9,2286
Rafael Campos,Garrick Higgo,47.8,4780
Rafael Campos,Joe Highsmith,46.8,4677
Rafael Campos,Kensei Hirata,52.5,5247
Rafael Campos,Ryo Hisatsune,28.8,2876
Rafael Campos,Lee Hodges,28.0,2798
Rafael Campos,Rico Hoey,34.8,3477
Rafael Campos,Tom Hoge,34.7,3473
Rafael Campos,Rasmus Hojgaard,43.8,4382
Rafael Campos,Billy Horschel,29.8,2976
Rafael Campos,Beau Hossler,30.8,3075
Rafael Campos,Mark Hubbard,36.8,3676
Rafael Campos,Mackenzie Hughes,30.7,3075
Rafael Campos,Sungjae Im,30.6,3059
Rafael Campos,Stephan Jaeger,44.6,4455
Rafael Campos,Ben James,26.3,2634
Rafael Campos,Takumi Kanaya,36.6,3657
Rafael Campos,Jeffrey Kang,42.9,4287
Rafael Campos,Johnny Keefer,31.8,3179
Rafael Campos,Michael Kim,29.3,2933
Rafael Campos,Tom Kim,18.0,1801
Rafael Campos,Chris Kirk,33.4,3340
Rafael Campos,Patton Kizzire,73.7,7367
Rafael Campos,Brooks Koepka,30.2,3021
Rafael Campos,Ben Kohles,17.0,1704
